T, Cp, H, S
200, 22.733881555798092, 4538.899879349827, 152.15343023952005
300, 21.900761218318245, 6765.892243833398, 161.19452851246712
400, 21.48260940238426, 8932.769506864885, 167.4311188343009
500, 21.25721577256155, 11068.6990326035, 172.19823986302447
600, 21.12438615778161, 13187.241660055912, 176.0611667109741
700, 21.040201051896485, 15295.174577297976, 179.31072598088411
800, 20.98371309354224, 17396.19476618938, 182.11633129080752
900, 20.944059473367147, 19492.473327606727, 184.58543759582565
1000, 20.915193493700762, 21585.36363874807, 186.79054429278446
1100, 20.893547005729822, 23675.75123024864, 188.7829128359439
1200, 20.876912503551946, 25764.239258414524, 190.60014551425635
1300, 20.86387455429696, 27851.253089489022, 192.2706548506942
1400, 20.853506724061035, 29937.10282484771, 193.81644053439297
1500, 20.84520415427831, 32022.02303023357, 195.25489014461408
1600, 20.83858770564997, 34106.199675830474, 196.59998922595761
1700, 20.833445924983508, 36189.78958471024, 197.86315930361184
1800, 20.829696429926383, 38272.93515983375, 199.05385329390995
1900, 20.82735678842984, 40355.775782381206, 200.1799879129521
2000, 20.826519920092235, 42438.45655110599, 201.24826367541186
2100, 20.827331925019216, 44521.13469255424, 202.26440559982916
2200, 20.829971806240735, 46603.983849312695, 203.23334687826352
2300, 20.834633268293913, 48687.19644135208, 204.1593708270259
2400, 20.841508981713506, 50770.98432727507, 205.0462218797143
2500, 20.850777638119528, 52855.57802949863, 205.89719332033425
2600, 20.862593941903313, 54941.22481139988, 206.7151973480801
2700, 20.87708148804922, 57028.18589911401, 207.50282158848955
2800, 20.89432831117434, 59116.733127021456, 208.2623751122877
2900, 20.914384777557025, 61207.14525835366, 208.99592626094045
3000, 20.937263430749272, 63299.70419605651, 209.7053340196261
3100, 20.962940384209933, 65394.6912589303, 210.39227426533708
3200, 20.99135786986116, 67492.38365795976, 211.0582619098079
3300, 21.022427588246146, 69593.05127034188, 211.70466972566373
3400, 21.056034554446523, 71696.95377564826, 212.33274446945128
3500, 21.092041186760245, 73804.33819060418, 212.9436207825115
3600, 21.13029143721582, 75915.43681629363, 213.5383332493682
3700, 21.170614811065196, 78030.46559395276, 214.11782691561007
3800, 21.21283016467697, 80149.6228523946, 214.68296650734192
3900, 21.25674920702633, 82273.08842089513, 215.23454454784834
4000, 21.302179659240732, 84401.02307540477, 215.77328853091473
4100, 21.34892804984396, 86533.56828260422, 216.2998672818496
4200, 21.3968021411174, 88670.84620501737, 216.81489661482584
4300, 21.445612995137846, 90812.95993062889, 217.3189443773137
4400, 21.49517669733602, 92959.99389180298, 217.81253495807735
4500, 21.545315761583236, 95112.01444041565, 218.29615332364648
4600, 21.595860244510952, 97269.07054871638, 218.77024863875891
4700, 21.646648598568593, 99431.19460830935, 219.23523751852926
4800, 21.697528293704657, 101598.4033026241, 219.69150695368864
4900, 21.748356236906996, 103770.69853120815, 220.1394169448799
5000, 21.798999017474447, 105948.06836703532, 220.579302877483
5100, 21.849333004061027, 108130.48803072113, 221.0114776646143
5200, 21.8992443174271, 110317.92086803782, 221.4362336826712
5300, 21.948628700592796, 112510.31931940315, 221.85384452097858
5400, 21.997391305824348, 114707.6258720738, 222.26456656465558
5500, 22.04544641566856, 116909.7739876052, 222.66864042770243
5600, 22.0927171131372, 119116.68899875494, 223.06629225145417
5700, 22.13913491416425, 121328.28897141689, 223.45773488191736
5800, 22.184639373634305, 123544.48552839235, 223.8431689380776
5900, 22.22917767461898, 125765.18463285094, 224.22278378199235
6000, 22.272704208960665, 127990.28733022022, 224.59675840036434
6100, 22.315180156006285, 130219.69044798987, 224.96526220629008
6200, 22.35657306510919, 132453.28725353515, 225.328455768989
6300, 22.39685644647559, 134690.9680705739, 225.68649147852702
6400, 22.436009374021726, 136932.6208552814, 226.039514151839
6500, 22.474016103117396, 139178.1317334143, 226.38766158572008
6600, 22.510865705408637, 141427.38550004756, 226.73106506189043
6700, 22.54655172232626, 143680.2660837162, 227.06984980872656
6800, 22.581071838386197, 145936.6569768905, 227.4041354237983
6900, 22.614427574962686, 148196.4416348007, 227.73403626093855
7000, 22.646624004856687, 150459.50384467765, 228.05966178520583
7100, 22.67766948768124, 152725.72806749152, 228.38111689876786
7200, 22.70757542583549, 154994.999754262, 228.69850224043657
7300, 22.736356040632813, 157267.20563897747, 229.01191446131665
7400, 22.764028167980467, 159542.23401011032, 229.32144647878746
7500, 22.79061107287276, 161819.97496264777, 229.62718771082268
7600, 22.81612628185293, 164100.32063247764, 229.92922429245206
7700, 22.840597432516546, 166383.16541488026, 230.22763927599667
7800, 22.864050139067714, 168668.40616878218, 230.52251281654694
7900, 22.886511872896524, 170955.94240832506, 230.8139223440094
8000, 22.908011857118296, 173245.67648319932, 231.1019427229188
8100, 22.928580974001445, 175537.51374908508, 231.38664640109346
8200, 22.948251684207825, 177831.36272943567, 231.66810354810812
8300, 22.967057956777275, 180127.13526973093, 231.9463821844605
8400, 22.98503520880345, 182424.7466852225, 232.22154830222306
8500, 23.00222025377139, 184724.11590308792, 232.49366597789384
8600, 23.01865125755639, 187025.16559981022, 232.76279747808812
8700, 23.034367701117958, 189327.82233449956, 233.02900335865164
8800, 23.049410348961512, 191632.01667878052, 233.2923425577168
8900, 23.063821222482336, 193937.6833437768, 233.55287248317353
9000, 23.07764357735144, 196244.76130463905, 233.81064909497795
9100, 23.09092188415025, 198553.19392298048, 234.0657269826829
9200, 23.103701811509502, 200862.9290675068, 234.31815943853354
9300, 23.11603021105802, 203173.9192330564, 234.5679985264399
9400, 23.127955103537417, 205486.12165819856, 234.81529514710675
9500, 23.139525665489526, 207799.49844147678, 235.06009909957385
9600, 23.150792215974175, 210114.01665632657, 235.30245913939476
9700, 23.161806202824916, 212429.64846464575, 235.54242303366198
9800, 23.17262018799963, 214746.37122894858, 235.7800376130647
9900, 23.183287831631358, 217064.16762299332, 236.01534882114862
10000, 23.19386387443122, 219383.02574073462, 236.2484017609324
10100, 23.204404118141078, 221702.9392034215, 236.4792407390199
10200, 23.214965403776777, 224023.90726463211, 236.70790930733602
10300, 23.22560558744478, 226345.9349130128, 236.93445030260298
10400, 23.236383513554458, 228669.03297247013, 237.15890588366278
10500, 23.24735898528616, 230993.21819954805, 237.38131756674497
10600, 23.258592732210072, 233318.51337770993, 237.60172625876936
10700, 23.270146374984446, 235644.9474082371, 237.820172288767
10800, 23.28208238709214, 237972.55539744912, 238.03669543749848
10900, 23.29446405360322, 240301.37873994923, 238.2513349653399
11000, 23.30735542697729, 242631.46519759786, 238.464129638506
11100, 23.32082127994331, 244962.8689739193, 238.67511775367316
11200, 23.33492705551627, 247295.6507836536, 238.88433716106266
11300, 23.349738814229433, 249629.87791716907, 239.0918252860416
11400, 23.36532317867851, 251965.62429946364, 239.2976191492946
11500, 23.381747275489015, 254302.97054349037, 239.50175538561984
11600, 23.399078674831934, 256642.00399755585, 239.70427026139777
11700, 23.417385327623663, 258982.81878655386, 239.90519969078062
11800, 23.43673550055654, 261325.51584680862, 240.10457925064958
11900, 23.45719770911366, 263670.2029543192, 240.30244419438395
12000, 23.47884064872869, 266016.9947462115, 240.49882946448523
12100, 23.501733124255914, 268366.01273522025, 240.6937697040996
12200, 23.525943977919688, 270717.38531704043, 240.88729926747877
12300, 23.55154201591459, 273071.24777040473, 241.07945222942047
12400, 23.57859593382902, 275427.74224976083, 241.27026239372717
12500, 23.607174241065014, 277787.01777043956, 241.45976330072216
12600, 23.637345184426334, 280149.23018622195, 241.6479882338603
12700, 23.66917667104533, 282514.54215923033, 241.83497022547078
12800, 23.70273619081674, 284883.1231220863, 242.02074206166822
12900, 23.738090738503505, 287255.14923229435, 242.20533628646731
13000, 23.775306735676306, 289630.8033188268, 242.38878520513677
13100, 23.81444995264426, 292010.2748208997, 242.57112088682612
13200, 23.855585430529988, 294393.75971894944, 242.75237516649932
13300, 23.898777403637318, 296781.4604578287, 242.93257964620878
13400, 23.944089222254952, 299173.58586226136, 243.11176569574107
13500, 23.991583276034113, 301570.3510446036, 243.289964452667
13600, 24.041320918072728, 303971.97730497876, 243.46720682182712
13700, 24.093362389833406, 306378.6920238598, 243.64352347428206
13800, 24.14776674701664, 308790.7285471917, 243.8189448457596
13900, 24.204591786505244, 311208.3260641521, 243.993501134625
14000, 24.263893974490546, 313631.7294776665, 244.16722229940586
14100, 24.325728375885255, 316061.1892677979, 244.34013805589683
14200, 24.39014858512253, 318496.9613481476, 244.51227787387344
14300, 24.457206658435616, 320939.30691540777, 244.68367097344037
14400, 24.526953047707103, 323388.4922922212, 244.85434632104065
14500, 24.599436535971915, 325844.7887635066, 245.02433262515035
14600, 24.67470417465333, 328308.47240642144, 245.19365833168453
14700, 24.75280122260653, 330779.8239141374, 245.36235161913703
14800, 24.833771087039736, 333259.12841361325, 245.53044039347867
14900, 24.91765526637873, 335746.67527755786, 245.6979522828353
15000, 25.004493295136218, 338242.7579307776, 245.86491463196865
15100, 25.094322690843644, 340747.67365111475, 246.03135449658103
15200, 25.187178903099323, 343261.72336518345, 246.1972986374646
15300, 25.283095264783014, 345785.21143911954, 246.36277351451534
15400, 25.382102945483584, 348318.44546456053, 246.52780528063153
15500, 25.484230907183345, 350861.7360400827, 246.6924197755154
15600, 25.589505862239207, 353415.3965483197, 246.85664251939633
15700, 25.69795223369795, 355979.74292899616, 247.02049870669407
15800, 25.809592117980117, 358555.093448111, 247.1840131996378
15900, 25.924445249964172, 361141.7684635093, 247.34721052185935
16000, 26.04252897049985, 363740.0901870826, 247.51011485197552
16100, 26.163858196377394, 366350.3824438449, 247.67275001717567
16200, 26.28844539277673, 368972.9704281277, 247.83513948682972
16300, 26.416300548218153, 371608.18045714556, 247.99730636613054
16400, 26.547431152034132, 374256.3397221832, 248.15927338978577
16500, 26.68184217437934, 376917.77603765554, 248.32106291577162
16600, 26.819536048793925, 379592.8175882967, 248.4826969191627
16700, 26.96051265733288, 382281.7926747341, 248.64419698604976
16800, 27.104769318272194, 384985.02945770306, 248.80558430755852
16900, 27.25230077640039, 387702.85570116254, 248.9668796739795
17000, 27.403099195901994, 390435.5985145683, 249.1281034690229
17100, 27.55715415583728, 393183.5840945655, 249.28927566420643
17200, 27.714452648220444, 395947.1374663582, 249.450415813389
17300, 27.874979078696487, 398726.5822250165, 249.61154304745847
17400, 28.03871526981476, 401522.2402769828, 249.77267606918448
17500, 28.20564046689471, 404334.4315820327, 249.93383314824467
17600, 28.375731346477743, 407163.4738959541, 250.09503211643326
17700, 28.548962027356147, 410009.6825141986, 250.2562903630609
17800, 28.72530408416831, 412873.37001676566, 250.4176248305532
17900, 28.904726563546767, 415754.84601457295, 250.57905201025565
18000, 29.08719600280343, 418654.41689756926, 250.74058793845336
18100, 29.27267645113371, 421572.38558484137, 250.90224819261036
18200, 29.461129493319106, 424509.0512769673, 251.06404788783703
18300, 29.652514275904863, 427464.7092108628, 251.22600167359064
18400, 29.84678753582729, 430439.6504173693, 251.38812373061526
18500, 30.04390363146205, 433434.1614818247, 251.55042776812627
18600, 30.243814576062917, 436448.5243078601, 251.71292702124475
18700, 30.44647007355702, 439483.01588465757, 251.87563424868594
18800, 30.651817556660383, 442537.9080579041, 252.03856173070676
18900, 30.85980222727487, 445613.46730467165, 252.20172126731592
19000, 31.070367099124404, 448709.95451244875, 252.36512417675047
19100, 31.283453042586284, 451827.6247625465, 252.52878129422174
19200, 31.49899883167002, 454966.7271180951, 252.69270297093388
